TestGroup,SlopeHeight,SlopeAngle,Weight,TranslationalVelocity,RotationalVelocity,TranslationalKineticEnergy,RotationalKineticEnergy,SlopeMaterial
02-MOD-299-PM54.25,70.7,45,14.0363685,15.1,,0.024848077,,Weathered Rock
02-MOD-299-PM54.25,67.2,45,27.499824,14.1,,0.042447516,,Weathered Rock
02-MOD-299-PM54.25,70.7,45,41.249736,16.7,,0.089317848,,Weathered Rock
02-MOD-299-PM54.25,70.7,45,113.627745,16.3,,0.234392512,,Weathered Rock
02-MOD-299-PM54.25,70.7,45,86.891805,21.5,,0.311845783,,Weathered Rock
02-MOD-299-PM54.25,72.1,45,189.443232,22.9,,0.771319296,,Weathered Rock
02-MOD-299-PM54.25,67.2,45,9.54855,25.8,,0.049347025,,Weathered Rock
02-MOD-299-PM54.25,67.2,45,12.8905425,25.5,,0.065078224,,Weathered Rock
02-MOD-299-PM54.25,67.2,45,36.666432,18.9,,0.101689567,,Weathered Rock
02-MOD-299-PM54.25,67.2,45,36.093519,22.9,,0.146954987,,Weathered Rock
02-MOD-299-PM54.25,67.2,45,30.55536,30.5,,0.22068419,,Weathered Rock
02-MOD-299-PM54.25,63.3,45,66.83985,28,,0.406851261,,Weathered Rock
02-MOD-299-PM54.25,63.3,45,329.997888,17.6,,0.793634672,,Weathered Rock
02-MOD-299-PM54.25,63.3,45,9.166608,21.2,,0.031986338,,Weathered Rock
02-MOD-299-PM54.25,63.3,45,88.228602,28.9,,0.572122754,,Weathered Rock
02-MOD-299-PM54.25,63.3,45,73.523835,19.1,,0.208247129,,Weathered Rock
02-MOD-299-PM54.25,63.3,45,34.37478,15.2,,0.061661096,,Weathered Rock
02-MOD-299-PM54.25,63.3,45,45.83304,22,,0.172229747,,Weathered Rock
02-MOD-299-PM54.25,63.3,45,91.66608,22.1,,0.34759806,,Weathered Rock
02-MOD-299-PM54.25,70.7,45,68.74956,18.7,,0.186653988,,Weathered Rock
02-MOD-299-PM54.25,70.7,45,36.666432,19.6,,0.109361619,,Weathered Rock
02-MOD-299-PM55.5,22.9,35,19.479042,15.9,,0.038233669,,Colluvium
02-MOD-299-PM55.5,22.9,35,25.781085,20.4,,0.083300127,,Colluvium
02-MOD-299-PM55.5,22.9,35,51.753141,18.9,,0.143530586,,Colluvium
02-MOD-299-PM55.5,35.6,35,73.714806,22.9,,0.30013029,,Colluvium
02-MOD-299-PM55.5,35.6,35,18.142245,13.2,,0.024542739,,Colluvium
02-MOD-299-PM55.5,35.6,35,27.4043385,22.6,,0.10867267,,Colluvium
02-MOD-299-PM55.5,35.6,35,71.423154,20.3,,0.228515276,,Colluvium
02-MOD-299-PM55.5,34.4,35,24.3488025,19.4,,0.071148411,,Colluvium
02-MOD-299-PM55.5,35.6,35,23.298462,25.5,,0.117622864,,Colluvium
02-MOD-299-PM55.5,47,35,38.958084,26.8,,0.217245763,,Colluvium
02-MOD-299-PM55.5,47,35,12.8905425,28.8,,0.083011891,,Colluvium
02-MOD-299-PM55.5,47,35,46.596924,31.3,,0.354429662,,Colluvium
02-MOD-299-PM55.5,47,35,29.5050195,19.4,,0.086215133,,Colluvium
02-MOD-299-PM55.5,47,35,40.10391,19.4,,0.117185618,,Colluvium
02-MOD-299-PM55.5,57.4,35,106.94376,30.3,,0.76229811,,Colluvium
02-MOD-299-PM55.5,57.4,35,85.0775805,27,,0.481533821,,Colluvium
02-MOD-299-PM55.5,57.4,35,14.322825,25.6,,0.07287738,,Colluvium
02-MOD-299-PM55.5,57.4,35,260.675415,21.7,,0.95302365,,Colluvium
02-MOD-299-PM55.5,57.4,35,34.37478,22.6,,0.136314151,,Colluvium
02-MOD-299-PM55.5,57.4,35,60.155865,29.7,,0.411978936,,Colluvium
02-MOD-299-PM55.5,68.8,35,17.18739,40,,0.21350795,,Colluvium
02-MOD-299-PM55.5,71.1,35,143.22825,33,,1.210990406,,Colluvium
02-MOD-299-PM55.5,71.7,35,38.1942,27.5,,0.224257483,,Colluvium
02-MOD-299-PM55.5,71.7,35,86.891805,39.5,,1.052584928,,Colluvium
02-MOD-299-PM55.5,71.7,35,161.752437,37.5,,1.766027675,,Colluvium
02-MOD-299-PM55.5,71.7,35,100.5462315,30.6,,0.730958613,,Colluvium
02-MOD-299-PM55.5,71.7,35,206.24868,24.4,,0.9533557,,Colluvium
02-MOD-299-PM55.5,71.7,35,100.5462315,23.4,,0.427446386,,Colluvium
02-MOD-299-PM55.5,71.7,35,176.457204,34.9,,1.668685086,,Colluvium
02-PLU-70-PM61.3,29.3,78,9.930492,18.8,,0.027250257,,Weathered Rock
02-PLU-70-PM61.3,29.3,78,9.930492,15,,0.017347521,,Weathered Rock
02-PLU-70-PM61.3,29.3,78,18.142245,17.1,,0.041187685,,Weathered Rock
02-PLU-70-PM61.3,27.4,78,58.819068,21.4,,0.209136494,,Weathered Rock
02-PLU-70-PM61.3,43.8,78,36.28449,28.8,,0.233663101,,Weathered Rock
02-PLU-70-PM61.3,43.8,78,33.037983,30,,0.230855471,,Weathered Rock
02-PLU-70-PM61.3,43.8,78,64.93014,33,,0.548982317,,Weathered Rock
02-PLU-70-PM61.3,43.8,78,145.13796,22.1,,0.550363595,,Weathered Rock
02-PLU-70-PM61.3,43.8,78,25.208172,29.1,,0.165733945,,Weathered Rock
02-PLU-70-PM61.3,42.9,78,653.4072765,42.3,,9.077135914,,Weathered Rock
02-PLU-70-PM61.3,15.3,52,61.874604,9.9,,0.047083307,,Weathered Rock
02-PLU-70-PM62.0-A,15.3,52,41.3452215,12.2,,0.047778127,,Weathered Rock
02-PLU-70-PM62.0-A,15.3,52,22.91652,11.2,,0.022318698,,Weathered Rock
02-PLU-70-PM62.0-A,23.3,52,29.791476,12.9,,0.03849068,,Weathered Rock
02-PLU-70-PM62.0-A,23.3,52,20.624868,16.2,,0.04202477,,Weathered Rock
02-PLU-70-PM62.0-A,23.3,52,122.8898385,15,,0.214675572,,Weathered Rock
02-PLU-70-PM62.0-A,31.5,52,48.9840615,21.4,,0.174167242,,Weathered Rock
02-PLU-70-PM62.0-A,31.5,52,37.430316,20.4,,0.120939443,,Weathered Rock
02-PLU-70-PM62.0-A,31.5,52,20.1474405,21.1,,0.06964163,,Weathered Rock
02-PLU-70-PM62.0-A,31.5,52,39.0535695,22.2,,0.149434481,,Weathered Rock
02-PLU-70-PM62.0-A,31.5,52,40.10391,20.5,,0.130851461,,Weathered Rock
02-PLU-70-PM62.0-A,39.9,52,27.308853,31.6,,0.21171994,,Weathered Rock
02-PLU-70-PM62.0-A,39.9,52,159.651756,28.3,,0.992728997,,Weathered Rock
02-PLU-70-PM62.0-A,39.9,52,41.249736,26.5,,0.224903937,,Weathered Rock
02-PLU-70-PM62.0-A,39.9,52,81.6401025,23.4,,0.347071852,,Weathered Rock
02-PLU-70-PM62.0-A,39.9,52,33.037983,22.4,,0.12870449,,Weathered Rock
02-PLU-70-PM62.0-A,44.1,52,252.08172,20.8,,0.846744063,,Weathered Rock
02-PLU-70-PM62.0-A,44.1,52,148.95738,30.3,,1.061772368,,Weathered Rock
02-PLU-70-PM62.0-A,44.1,52,50.1298875,31.6,,0.388646743,,Weathered Rock
02-PLU-70-PM62.0-A,44.1,52,32.083128,29.4,,0.215305687,,Weathered Rock
02-PLU-70-PM62.0-A,44.1,52,38.958084,30.6,,0.283220431,,Weathered Rock
02-PLU-70-PM62.0-A,44.1,52,232.1252505,26.3,,1.24657387,,Weathered Rock
02-PLU-70-PM62.0-A,44.1,52,32.5605555,26.8,,0.181570601,,Weathered Rock
02-PLU-70-PM62.0-A,44.1,52,17.2828755,24,,0.077289878,,Weathered Rock
02-PLU-70-PM62.0-A,44.1,52,29.791476,23.3, ,0.125570609,,Weathered Rock
02-PLU-70-PM62.0-B,95,50,38.6716275,21.5,,0.138788508,,Weathered Rock
02-PLU-70-PM62.0-B,95,50,63.02043,27.5,,0.370024846,,Weathered Rock
02-PLU-70-PM62.0-B,95,50,168.436422,26.1,,0.890842974,,Weathered Rock
02-PLU-70-PM62.0-B,95,50,30.55536,26.8,,0.170388834,,Weathered Rock
02-PLU-70-PM62.0-B,95,50,48.124692,24.6,,0.226111325,,Weathered Rock
02-PLU-70-PM62.0-B,95,50,111.718035,23.3,,0.470889783,,Weathered Rock
02-PLU-70-PM62.0-B,95,50,11.45826,35.3,,0.110854217,,Weathered Rock
02-PLU-70-PM62.0-B,95,50,22.343607,24.2,,0.101594022,,Weathered Rock
02-PLU-70-PM62.0-B,95,50,34.37478,29.7,,0.235416535,,Weathered Rock
02-PLU-70-PM62.0-B,95,50,51.180228,33.7,,0.451280071,,Weathered Rock
02-PLU-70-PM62.0-B,95,50,42.01362,42.3,,0.58365334,,Weathered Rock
02-PLU-70-PM62.0-B,95,50,68.176647,28,,0.414988286,,Weathered Rock
02-PLU-70-PM62.0-B,95,50,40.10391,30.6,,0.291550444,,Weathered Rock
02-PLU-70-PM62.0-B,95,50,100.832688,38,,1.130453428,,Weathered Rock
02-PLU-70-PM62.0-B,95,50,73.332864,37,,0.779446357,,Weathered Rock
02-PLU-70-PM62.0-B,95,50,93.57579,36.6,,0.973217277,,Weathered Rock
02-PLU-70-PM62.0-B,95,50,76.3884,34.9,,0.722374496,,Weathered Rock
02-PLU-70-PM62.0-B,95,50,160.41564,30.9,,1.189180569,,Weathered Rock
02-PLU-70-PM62.0-B,95,50,214.842375,30.9,,1.592652547,,Weathered Rock
02-PLU-70-PM62.0-B,95,50,97.968123,27.3,,0.566884025,,Weathered Rock
02-SIS-5-PM21.5,74.6,50,87.655689,21.3,,0.30876172,,Weathered Rock
02-SIS-5-PM21.5,74.6,50,56.8138725,55.6,,1.363603516,,Weathered Rock
02-SIS-5-PM21.5,74.6,50,70.1818425,36.1,,0.710106203,,Weathered Rock
02-SIS-5-PM21.5,76.8,50,173.78361,35.3,,1.681288964,,Weathered Rock
02-SIS-5-PM21.5,76.8,50,82.499472,20.8,,0.277116239,,Weathered Rock
02-SIS-5-PM21.5,76.8,50,17.18739,38,,0.192690925,,Weathered Rock
02-SIS-5-PM21.5,76.8,50,43.0639605,30.9,,0.319238355,,Weathered Rock
02-SIS-5-PM21.5,76.8,50,17.18739,40,,0.21350795,,Weathered Rock
02-SIS-5-PM21.5,79.1,50,51.56217,27.5,,0.302747601,,Weathered Rock
02-SIS-5-PM21.5,79.1,50,155.9278215,44.1,,2.354425361,,Weathered Rock
02-SIS-5-PM21.5,79.1,50,111.718035,23.1,,0.462840533,,Weathered Rock
02-SIS-5-PM21.5,79.1,50,48.315663,49.2,,0.908034367,,Weathered Rock
02-SIS-5-PM21.5,79.1,50,62.065575,36.6,,0.645501255,,Weathered Rock
02-SIS-5-PM21.5,79.1,50,114.5826,22.7,,0.458410465,,Weathered Rock
02-SIS-5-PM21.5,79.1,50,57.864213,27.8,,0.347203248,,Weathered Rock
02-SIS-5-PM21.5,79.1,50,22.0571505,25.6,,0.112231166,,Weathered Rock
02-SIS-5-PM21.5,79.1,50,30.364389,27.3,,0.175700897,,Weathered Rock
02-SIS-5-PM21.5,58.3,50,99.30492,35.7,,0.982632977,,Weathered Rock
02-SIS-5-PM22,31.5,52,42.777504,26.3,,0.229726489,,Weathered Rock
02-SIS-5-PM22,31.5,52,104.270166,25,,0.505969361,,Weathered Rock
02-SIS-5-PM22,31.5,52,167.5770525,18.5,,0.445289179,,Weathered Rock
02-SIS-5-PM22,36,52,40.3903665,31.9,,0.319112118,,Weathered Rock
02-SIS-5-PM22,36,52,81.6401025,20.3,,0.261203958,,Weathered Rock
02-SIS-5-PM22,36,52,18.333216,21.2,,0.063972675,,Weathered Rock
02-SIS-5-PM22,46.3,52,25.781085,22.2,,0.09864868,,Weathered Rock
02-SIS-5-PM22,46.3,52,128.905425,25.6,,0.655896423,,Weathered Rock
02-SIS-5-PM22,46.3,52,242.6286555,20,,0.753505141,,Weathered Rock
02-SIS-5-PM22,46.3,52,61.874604,33.3,,0.53270287,,Weathered Rock
02-SIS-5-PM22,46.3,52,40.10391,29.4,,0.269132109,,Weathered Rock
03-NEV-20-PM40.2,55,43,25.399143,13.6,,0.0364738,,Colluvium
03-NEV-20-PM40.2,55,43,11.45826,29.4,,0.076894888,,Colluvium
03-NEV-20-PM40.2,55,43,29.409534,21.4,,0.104568247,,Colluvium
03-NEV-20-PM40.2,55,43,51.0847425,40,,0.634593075,,Colluvium
03-NEV-20-PM40.2,55,43,123.749208,39.5,,1.499066008,,Colluvium
03-NEV-20-PM40.2,55,43,16.041564,33,,0.135630925,,Colluvium
03-NEV-20-PM40.2,48,43,27.0223965,27.3,,0.156362748,,Colluvium
03-NEV-20-PM40.2,48,43,38.6716275,29.4,,0.259520248,,Colluvium
03-NEV-20-PM40.2,48,43,26.73594,24,,0.119564452,,Colluvium
03-NEV-20-PM40.2,51,43,266.6910015,28.6,,1.693653506,,Colluvium
03-NEV-20-PM40.2,48,43,41.249736,21.4,,0.146667151,,Colluvium
03-NEV-20-PM40.2,41,43,16.041564,21.4,,0.057037226,,Colluvium
03-NEV-20-PM40.2,41,43,105.225021,30,,0.735268004,,Colluvium
03-NEV-20-PM40.2,41,43,39.340026,25.4,,0.197054435,,Colluvium
03-NEV-20-PM40.2,34,43,451.1689875,23.1,,1.869163691,,Colluvium
03-NEV-20-PM40.2,34,43,50.416344,23.4,,0.214332091,,Colluvium
03-NEV-20-PM40.2,34,43,31.701186,23.6,,0.137083017,,Colluvium
03-NEV-20-PM40.2,36,43,1036.017675,16.3,,2.137108199,,Colluvium
03-NEV-20-PM40.2,27,43,75.624516,16.6,,0.16179419,,Colluvium
03-NEV-20-PM40.2,27,43,16.805448,20.1,,0.052714045,,Colluvium
03-NEV-20-PM40.2,27,43,89.374428,20.8,,0.300209259,,Colluvium
03-NEV-20-PM40.2,27,43,80.6852475,18.3,,0.209787908,,Colluvium
03-NEV-20-PM40.2,27,43,9.4530645,21.9,,0.035200188,,Colluvium
03-NEV-20-PM40.2,27,43,37.239345,22.1,,0.141211712,,Colluvium
03-NEV-20-PM40.2,27,43,18.8106435,14.3,,0.029864817,,Colluvium
03-NEV-20-PM40.2,22,43,39.912939,13,,0.052370238,,Colluvium
03-NEV-20-PM40.2,22,43,21.4842375,9.9,,0.01634837,,Colluvium
03-NEV-20-PM40.2,22,43,505.309266,12.6,,0.622848595,,Colluvium
03-NEV-20-PM40.2,55,43,160.41564,33.3,,1.381081514,,Colluvium
03-NEV-20-PM40.2,55,43,126.995715,39.5,,1.538393357,,Colluvium
03-SIE-49-31.17,72.8,50,34.37478,22.4,,0.133912186,,Weathered Rock
03-SIE-49-31.17,59.8,50,12.8905425,23.3,,0.054333436,,Weathered Rock
03-SIE-49-31.17,59.8,50,14.0363685,24,,0.062771337,,Weathered Rock
03-SIE-49-31.17,59.8,50,21.388752,31.9,,0.168986086,,Weathered Rock
03-SIE-49-31.17,53.6,50,13.749912,24.8,,0.065657965,,Weathered Rock
03-SIE-49-31.17,53.6,50,33.610896,30,,0.234858745,,Weathered Rock
03-SIE-49-31.17,53.6,50,50.1298875,30,,0.350286481,,Weathered Rock
03-SIE-49-31.17,80.4,50,10.503405,28.6,,0.066703146,,Weathered Rock
03-SIE-49-31.17,80.4,50,18.0467595,41.1,,0.236682971,,Weathered Rock
03-SIE-49-31.17,80.4,50,93.57579,25.4,,0.468721713,,Weathered Rock
03-SIE-49-PM31.20,90.6,48,41.249736,41.1,,0.540989647,,Colluvium
03-SIE-49-PM31.20,90.6,48,36.7619175,51.7,,0.76289256,,Colluvium
03-SIE-49-PM31.20,75.5,48,52.135083,28.8,,0.335736982,,Colluvium
03-SIE-49-PM31.20,75.5,48,12.222144,18.3,,0.031778523,,Colluvium
03-SIE-49-PM31.20,64.2,48,95.5809855,34.5,,0.883270714,,Colluvium
03-SIE-49-PM31.20,64.2,48,33.1334685,38.5,,0.381304998,,Colluvium
03-SIE-49-PM31.20,51.3,48,72.187038,37.8,,0.800805337,,Colluvium
03-SIE-49-PM31.20,61.3,48,34.8522075,38,,0.390734376,,Colluvium
03-SIE-49-PM31.23,65.5,55,85.0775805,34.1,,0.768082775,,Weathered Rock
03-SIE-49-PM31.23,65.5,55,21.4842375,26.3,,0.115376027,,Weathered Rock
03-SIE-49-PM31.23,65.5,55,467.497008,41.7,,6.311536275,,Weathered Rock
03-SIE-49-PM31.23,65.5,55,16.041564,41.7,,0.216572323,,Weathered Rock
03-SIE-49-PM31.23,65.5,55,8.593695,33,,0.072659424,,Weathered Rock
03-SIE-49-PM31.23,49.1,55,37.812258,33,,0.319701467,,Weathered Rock
03-SIE-49-PM31.23,49.1,55,9.166608,43.5,,0.13467014,,Weathered Rock
03-SIE-49-PM31.23,81.9,55,360.93519,47.6,,6.349320777,,Weathered Rock
03-SIE-49-PM31.23,81.9,55,109.999296,46.2,,1.822879638,,Weathered Rock
03-SIE-49-PM31.23,81.95,55,33.5154105,46.2,,0.55540864,,Weathered Rock
03-ALP-88-PM14.0,88.4,45,30.0779325,23,,0.123534366,,Weathered Rock
03-ALP-88-PM14.0,88.4,45,264.685806,25.4,,1.325812846,,Weathered Rock
03-ALP-88-PM14.0,81.3,45,66.83985,39,,0.789312204,,Weathered Rock
03-ALP-88-PM14.0,81.3,45,106.94376,22.4,,0.416615691,,Weathered Rock
03-ALP-88-PM14.0,77.8,45,92.811906,27.3,,0.537048023,,Weathered Rock
03-ALP-88-PM14.0,84.8,45,288.748152,24.2,,1.312907358,,Weathered Rock
03-ALP-88-PM14.0,70.7,45,137.49912,27.3,,0.795626701,,Weathered Rock
03-ALP-88-PM14.0,70.7,45,228.592287,27.3,,1.322729391,,Weathered Rock
03-ALP-88-PM14.0,70.7,45,86.4143775,17.3,,0.200799371,,Weathered Rock
03-ALP-88-PM14.0,56.6,45,824.99472,27.8,,4.95022453,,Weathered Rock
03-ALP-88-PM14.0,56.6,45,206.24868,24,,0.922354345,,Weathered Rock
03-ALP-88-PM14.0,70.7,45,1512.49032,22.4,,5.892136203,,Weathered Rock
03-ALP-88-PM14.0,58,45,1031.2434,12,,1.152942932,,Weathered Rock
03-ALP-88-PM14.0,62.2,45,907.494192,24.2,,4.126280269,,Weathered Rock
TEST 1 CT 1989,132,34,319,40,,3.962732919,0.6,Colluvium
TEST 1 CT 1989,132,34,511,33.3,,4.399400543,1.1,Colluvium
TEST 1 CT 1989,132,34,589,44.4,,9.014992547,0.8,Colluvium
TEST 1 CT 1989,132,34,880,50,,17.08074534,2.2,Colluvium
TEST 1 CT 1989,132,34,921,26.7,,5.097606289,1.2,Colluvium
TEST 1 CT 1989,132,34,1172,66.7,,40.48213571,5.8,Colluvium
TEST 1 CT 1989,132,34,2021,44.4,,30.93259752,6.9,Colluvium
TEST 1 CT 1989,132,34,1749,20,,5.431677019,0.7,Colluvium
TEST 1 CT 1989,132,34,1504,23.5,,6.44863354,0.8,Colluvium
TEST 1 CT 1989,132,34,1700,50,,32.99689441,2.4,Colluvium
TEST 1 CT 1989,132,34,1860,28.5,,11.7296972,2,Colluvium
TEST 1 CT 1989,132,34,2354,30.8,,17.33772174,5.7,Colluvium
TEST 1 CT 1989,132,34,7091,50,,137.6358696,26.8,Colluvium
TEST 2 CT 1989,132,34,301,28.6,,1.911536957,,Colluvium
TEST 2 CT 1989,132,34,140,33.3,,1.205315217,0.2,Colluvium
TEST 2 CT 1989,132,34,209,33.3,,1.799363432,0.4,Colluvium
TEST 2 CT 1989,132,34,535,40,,6.645962733,4.9,Colluvium
TEST 2 CT 1989,132,34,883,50,,17.13897516,4.2,Colluvium
TEST 2 CT 1989,132,34,342,36.4,,3.51813913,0.4,Colluvium
TEST 2 CT 1989,132,34,376,36.4,,3.867895652,0.7,Colluvium
TEST 2 CT 1989,132,34,1254,17.4,,2.947678882,0.5,Colluvium
TEST 2 CT 1989,132,34,950,30.8,,6.996956522,1.2,Colluvium
TEST 2 CT 1989,132,34,606,23.5,,2.598319099,0.3,Colluvium
TEST 2 CT 1989,132,34,1820,26.7,,10.07344565,4.8,Colluvium
TEST 2 CT 1989,132,34,1590,42.1,,21.87990606,2.8,Colluvium
TEST 2 CT 1989,132,34,1590,40,,19.7515528,1.9,Colluvium
TEST 2 CT 1989,132,34,3788,33.3,,32.61238602,9.8,Colluvium
TEST 2 CT 1989,132,34,2299,36.4,,23.64971304,3,Colluvium
TEST 2 CT 1989,132,34,1700,33.3,,14.6359705,3.2,Colluvium
TEST 2 CT 1989,132,34,505,40,,6.273291925,1,Colluvium
TEST 2 CT 1989,132,34,619,14.8,,1.052684472,0.2,Colluvium
TEST 2 CT 1989,132,34,292,17.4,,0.686381366,0.1,Colluvium
TEST 2 CT 1989,132,34,607,28.6,,3.854827019,0.6,Colluvium
TEST 2 CT 1989,132,34,717,13.8,,1.060135714,0.1,Colluvium
TEST 2 CT 1989,132,34,917,44.4,,14.03522609,2.7,Colluvium
TEST 2 CT 1989,132,34,773,51.9,,16.16584262,1.2,Colluvium
TEST 2 CT 1989,132,34,773,41.2,,10.18727578,0.7,Colluvium
TEST 2 CT 1989,132,34,2630,57.1,,66.57514208,3,Colluvium
TEST 2 CT 1989,132,34,1052,30.7,,7.697977329,0.7,Colluvium
TEST 2 CT 1989,132,34,3148,48.2,,56.78229441,13.5,Colluvium
TEST 2 CT 1989,132,34,5500,51.2,,111.9403727,13.4,Colluvium
TEST 2 CT 1989,132,34,12700,51.2,,258.4804969,36,Colluvium
TEST 2 CT 1989,132,34,10972,46.5,,184.1941537,48.6,Colluvium
TEST 3 CT 1989,132,34,1590,41.7,,21.46611102,6.2,Colluvium
TEST 3 CT 1989,132,34,1860,30.3,,13.25813199,3.8,Colluvium
TEST 3 CT 1989,132,34,1746,28,,10.62782609,5.8,Colluvium
TEST 3 CT 1989,132,34,1793,21.7,,6.555169022,1.6,Colluvium
TEST 3 CT 1989,132,34,1571,32.2,,12.64655,4.3,Colluvium
TEST 3 CT 1989,132,34,916,27.7,,5.456813975,0.2,Colluvium
TEST 3 CT 1989,132,34,916,40,,11.37888199,0.1,Colluvium
TEST 3 CT 1989,132,34,2630,33.3,,22.6427073,12.2,Colluvium
TEST 3 CT 1989,132,34,5500,33.3,,47.35166925,19.8,Colluvium
TEST 3 CT 1989,132,34,11182,32.3,,90.57506817,25.9,Colluvium
TEST 3 CT 1989,132,34,2630,47.6,,46.26513043,10,Colluvium
TEST 3 CT 1989,132,34,13845,35.7,,136.9977799,47.2,Colluvium
TEST 3 CT 1989,132,34,7487,33.3,,64.45853595,22,Colluvium
TEST 3 CT 1989,132,34,1989,33.3,,17.12408548,6.7,Colluvium
TEST 3 CT 1989,132,34,2257,23.3,,9.513219953,3.2,Colluvium
TEST 3 CT 1989,132,34,1692,19.6,,5.046573913,2.2,Colluvium
TEST 3 CT 1989,132,34,762,13.9,,1.143059161,0.5,Colluvium
TEST 3 CT 1989,132,34,167,17.9,,0.415438432,0.3,Colluvium
TEST 200kJ CH 1991,266,45,2513,98,,187.3823913,,Rock
TEST 200kJ CH 1991,220,45,1389,98,,103.571087,,Rock
TEST 200kJ CH 1991,205,45,705,98,,52.56847826,,Rock
TEST 200kJ CH 1991,205,45,1389,98,,103.571087,,Rock
TEST 200kJ CH 1991,205,45,1587,82,,82.84928571,,Rock
TEST 200kJ CH 1991,205,45,705,82,,36.80450311,,Rock
TEST 200kJ CH 1991,205,45,1058,82,,55.23285714,,Rock
TEST 200kJ CH 1991,205,45,1587,82,,82.84928571,,Rock
TEST 200kJ CH 1991,205,45,837,98,,62.41108696,,Rock
TEST 200kJ CH 1991,205,45,639,82,,33.35897516,,Rock
TEST 200kJ CH 1991,205,45,661,82,,34.50748447,,Rock
TEST 200kJ CH 1991,205,45,661,82,,34.50748447,,Rock
TEST 200kJ CH 1991,205,45,661,82,,34.50748447,,Rock
TEST 200kJ CH 1991,205,45,1653,82,,86.29481366,,Rock
TEST 200kJ CH 1991,205,45,4629,82,,241.6568012,,Rock
TEST 500kJ CH 1991,205,45,1433,82,,74.8097205,,Rock
TEST 500kJ CH 1991,205,45,1433,70,,54.51630435,,Rock
TEST 500kJ CH 1991,205,45,1836,82,,95.84832298,,Rock
TEST 500kJ CH 1991,205,45,2998,98,,223.5465217,,Rock
TEST 500kJ CH 1991,205,45,2998,88,,180.2524224,,Rock
TEST 500kJ CH 1991,205,45,2956,98,,220.4147826,,Rock
TEST 500kJ CH 1991,205,45,299,88,,17.97714286,,Rock
TEST 500kJ CH 1991,205,45,2502,98,,186.5621739,,Rock
TEST 500kJ CH 1991,205,45,1631,75,,71.22961957,,Rock
TEST 500kJ CH 1991,205,45,6085,82,,317.667236,,Rock
TEST 500kJ CH 1991,205,45,1758,108,,159.2027329,,Rock
TEST 500kJ CH 1991,205,45,2502,82,,130.6168323,,Rock
TEST 500kJ CH 1991,205,45,2749,98,,204.9797826,,Rock
TEST 500kJ CH 1991,205,45,2749,82,,143.5114596,,Rock
TEST 500kJ CH 1991,205,45,1653,82,,86.29481366,,Rock
TEST 500kJ CH 1991,205,45,1400,82,,73.08695652,,Rock
TEST 500kJ CH 1991,205,45,1388,62,,41.42447205,,Rock
TEST 500kJ CH 1991,205,45,838,82,,43.74776398,,Rock
TEST 1000kJ CH 1991,205,45,1631,88,,98.0626087,,Rock
TEST 1000kJ CH 1991,205,45,1851,108,,167.6247205,,Rock
TEST 1000kJ CH 1991,205,45,1631,98,,121.6158696,,Rock
TEST 1000kJ CH 1991,205,45,1058,98,,78.89,,Rock
TEST 1000kJ CH 1991,205,45,1653,82,,86.29481366,,Rock
TEST 1000kJ CH 1991,205,45,1587,88,,95.41714286,,Rock
TEST 1000kJ CH 1991,205,45,1587,62,,47.36357143,,Rock
TEST 1000kJ CH 1991,205,45,1400,82,,73.08695652,,Rock
TEST 1000kJ CH 1991,205,45,705,88,,42.38757764,,Rock
TEST 1000kJ CH 1991,205,45,4320,82,,225.5254658,,Rock
TEST 1000kJ CH 1991,205,45,6173,98,,460.291087,,Rock
TEST 1000kJ CH 1991,205,45,6613,66,,223.6508385,,Rock
TEST 1000kJ CH 1991,205,45,6613,82,,345.2314596,,Rock
TEST DTWM CH 1992,113,45,330,56,,8.034782609,,Rock
TEST DTWM CH 1992,113,45,276,59,,7.459285714,,Rock
TEST DTWM CH 1992,113,45,617,59,,16.67528727,,Rock
TEST Chain Link CH 1991,113,45,132,49,,2.460652174,,Rock
TEST Chain Link CH 1991,113,45,132,41,,1.722763975,,Rock
TEST Chain Link CH 1991,113,45,330,55,,7.750388199,,Rock
TEST Chain Link CH 1991,113,45,286,49,,5.331413043,,Rock
TEST Chain Link CH 1991,113,45,617,56,,15.0226087,,Rock
TEST Chain Link CH 1991,113,45,573,41,,7.478361801,,Rock
TEST Chain Link CH 1991,113,45,1168,56,,28.43826087,,Rock
Test Brugg LE CT 1993,66,37,650,34,,5.833850932,,Colluvium
Test Brugg LE CT 1993,66,37,357,38,,4.002391304,,Colluvium
Test Brugg LE CT 1993,66,37,300,40,,3.726708075,,Colluvium
Test Brugg LE CT 1993,66,37,540,38,,6.054037267,,Colluvium
Test Brugg LE CT 1993,66,37,550,31,,4.103649068,,Colluvium
Test Brugg LE CT 1993,66,37,500,28,,3.043478261,,Colluvium
Test Brugg LE CT 1993,66,37,700,31,,5.222826087,,Colluvium
Test Brugg LE CT 1993,66,37,1500,36,,15.0931677,,Colluvium
Test Brugg LE CT 1993,66,37,1000,37,,10.62888199,,Colluvium
Test Brugg LE CT 1993,66,37,1500,38,,16.81677019,,Colluvium
Test Brugg LE CT 1993,66,37,1500,26,,7.872670807,,Colluvium
Test Brugg LE CT 1993,66,37,130,35,,1.236413043,,Colluvium
Test Brugg LE CT 1993,66,37,175,35,,1.664402174,,Colluvium
Test Brugg LE CT 1993,66,37,2300,43,,33.01785714,,Colluvium
Test Brugg LE CT 1993,66,37,2100,43,,30.14673913,,Colluvium
