TestGroup,SlopeHeight,SlopeAngle,Weight,TranslationalVelocity,RotationalVelocity,TranslationalKineticEnergy,RotationalKineticEnergy,SlopeMaterial
CDOT Chama Barriers Tests,315,,16158.5,8.3,5,8.642539325,15.0038,Colluvium
CDOT Chama Barriers Tests,315,,8847.9,30.6,18.8,64.32313388,76.5425,Colluvium
CDOT Chama Barriers Tests,315,,11712.2,37.8,7.5,129.9290361,20.77895,Colluvium
CDOT Chama Barriers Tests,315,,11712.2,33.3,16,100.8349492,93.8299,Colluvium
CDOT Chama Barriers Tests,315,,16158.5,42.9,15.1,230.8871505,135.03435,Colluvium
CDOT Chama Barriers Tests,315,,9461.1,16.7,6.3,20.48607282,9.48805,Colluvium
CDOT Chama Barriers Tests,315,,9326.5,50,19.2,181.0267857,76.39975,Colluvium
CDOT Chama Barriers Tests,315,,11712.2,50,3.7,227.3330745,192.24105,Colluvium
CDOT Fortress Buttress Tests,315,,441,30,,3.081521739,,Colluvium
CDOT Fortress Buttress Tests,315,,1369,29,,8.938889752,,Colluvium
CDOT Fortress Buttress Tests,315,,1511,50,,29.32841615,,Colluvium
CDOT Fortress Buttress Tests,315,,1492,30,,10.42546584,,Colluvium
CDOT Fortress Buttress Tests,315,,1701,18,,4.278913043,,Colluvium
CDOT Fortress Buttress Tests,315,,7614,45,,119.7076863,,Colluvium
CDOT Fortress Buttress Tests,315,,5843,56,,142.2643478,,Colluvium
CDOT Fortress Buttress Tests,315,,8422,28,,51.26434783,,Colluvium
CDOT Fortress Buttress Tests,315,,11713,64,,372.4879503,,Colluvium
CDOT Fortress Buttress Tests,315,,8848,12,,9.892173913,,Colluvium
CDOT Fortress Buttress Tests,315,,18354,60,,513,,Colluvium
Gaviota Site B,35,53.13,2400,21.46,,8.581334161,,Colluvium
Gaviota Site B,35,53.13,5400,18.8,,14.81813665,,Colluvium
Cuesta Grade Tests,66,66,537,27.3,,3.107303804,,Colluvium
Cuesta Grade Tests,66,66,616,20.9,,2.089091304,,Colluvium
Cuesta Grade Tests,66,66,695,26.6,,3.817967391,,Colluvium
Cuesta Grade Tests,66,66,597,29.8,,4.116148137,,Colluvium
Cuesta Grade Tests,66,66,390,26.6,,2.142456522,,Colluvium
Cuesta Grade Tests,66,66,934,24.6,,4.388349689,,Colluvium
Cuesta Grade Tests,66,66,597,24.6,,2.804972981,,Colluvium
Cuesta Grade Tests,66,66,1033,29.8,,7.122246273,,Colluvium
Cuesta Grade Tests,66,66,1114,24.6,,5.234070186,,Colluvium
Cuesta Grade Tests,66,66,1632,36.4,,16.78831304,,Colluvium
Cuesta Grade Tests,66,66,2723,42.8,,38.72748696,,Colluvium
Cuesta Grade Tests,66,66,537,15.6,,1.014629814,,Colluvium
Cuesta Grade Tests,66,66,934,32.8,,7.801510559,,Colluvium
Cuesta Grade Tests,66,66,855,24.6,,4.01717236,,Colluvium
Cuesta Grade Tests,66,66,597,32.8,,4.986618634,,Colluvium
Cuesta Grade Tests,66,66,695,29.8,,4.791830745,,Colluvium
Cuesta Grade Tests,66,66,1114,36.4,,11.45966957,,Colluvium
Cuesta Grade Tests,66,66,3640,34.9,,34.42202174,,Colluvium
Smart Rock Tests,60,37,170,36.94,32.66,1.8,0.14,Colluvium
Smart Rock Tests,66,37,170,36.94,32.66,1.8,0.14,Colluvium
Smart Rock Tests,60,37,274,35.65,29.38,2.7,0.41,Colluvium
Smart Rock Tests,66,37,274,30,25.62,1.91,0.31,Colluvium
Smart Rock Tests,60,37,170,38.04,34.23,1.91,0.15,Colluvium
Smart Rock Tests,66,37,170,39.46,33.42,2.06,0.15,Colluvium
Smart Rock Tests,60,37,274,43.93,29.16,4.11,0.41,Colluvium
Smart Rock Tests,66,37,274,41.25,29.16,3.62,0.41,Colluvium
